year,city,country,avg_temp_x,avg_temp_y
1870,Birmingham,United Kingdom,8.66,8.2
1870,Cardiff,United Kingdom,8.66,8.2
1870,Edinburgh,United Kingdom,7.32,8.2
1870,London,United Kingdom,8.94,8.2
1871,Belfast,United Kingdom,8.64,8.12
1871,Birmingham,United Kingdom,8.74,8.12
1871,Cardiff,United Kingdom,8.74,8.12
1871,Edinburgh,United Kingdom,7.35,8.12
1871,London,United Kingdom,8.97,8.12
1872,Belfast,United Kingdom,8.79,8.19
1872,Birmingham,United Kingdom,9.42,8.19
1872,Cardiff,United Kingdom,9.42,8.19
1872,Edinburgh,United Kingdom,7.81,8.19
1872,London,United Kingdom,10.07,8.19
1873,Belfast,United Kingdom,8.44,8.35
1873,Birmingham,United Kingdom,8.75,8.35
1873,Cardiff,United Kingdom,8.75,8.35
1873,Edinburgh,United Kingdom,7.43,8.35
1873,London,United Kingdom,9.26,8.35
1874,Belfast,United Kingdom,8.73,8.43
1874,Birmingham,United Kingdom,9.0,8.43
1874,Cardiff,United Kingdom,9.0,8.43
1874,Edinburgh,United Kingdom,7.63,8.43
1874,London,United Kingdom,9.37,8.43
1875,Belfast,United Kingdom,8.87,7.86
1875,Birmingham,United Kingdom,9.0,7.86
1875,Cardiff,United Kingdom,9.0,7.86
1875,Edinburgh,United Kingdom,7.73,7.86
1875,London,United Kingdom,9.43,7.86
1876,Belfast,United Kingdom,8.71,8.08
1876,Birmingham,United Kingdom,9.21,8.08
1876,Cardiff,United Kingdom,9.21,8.08
1876,Edinburgh,United Kingdom,7.64,8.08
1876,London,United Kingdom,9.75,8.08
1877,Belfast,United Kingdom,8.33,8.54
1877,Birmingham,United Kingdom,8.93,8.54
1877,Cardiff,United Kingdom,8.93,8.54
1877,Edinburgh,United Kingdom,7.21,8.54
1877,London,United Kingdom,9.43,8.54
1878,Belfast,United Kingdom,8.79,8.83
1878,Birmingham,United Kingdom,9.0,8.83
1878,Cardiff,United Kingdom,9.0,8.83
1878,Edinburgh,United Kingdom,7.68,8.83
1878,London,United Kingdom,9.47,8.83
1879,Belfast,United Kingdom,7.19,8.17
1879,Birmingham,United Kingdom,7.18,8.17
1879,Cardiff,United Kingdom,7.18,8.17
1879,Edinburgh,United Kingdom,5.98,8.17
1879,London,United Kingdom,7.62,8.17
1880,Belfast,United Kingdom,8.6,8.12
1880,Birmingham,United Kingdom,8.83,8.12
1880,Cardiff,United Kingdom,8.83,8.12
1880,Edinburgh,United Kingdom,7.54,8.12
1880,London,United Kingdom,9.35,8.12
1881,Belfast,United Kingdom,7.74,8.27
1881,Birmingham,United Kingdom,8.26,8.27
1881,Cardiff,United Kingdom,8.26,8.27
1881,Edinburgh,United Kingdom,6.65,8.27
1881,London,United Kingdom,8.71,8.27
1882,Belfast,United Kingdom,8.67,8.13
1882,Birmingham,United Kingdom,9.03,8.13
1882,Cardiff,United Kingdom,9.03,8.13
1882,Edinburgh,United Kingdom,7.7,8.13
1882,London,United Kingdom,9.43,8.13
1883,Belfast,United Kingdom,8.35,7.98
1883,Birmingham,United Kingdom,8.67,7.98
1883,Cardiff,United Kingdom,8.67,7.98
1883,Edinburgh,United Kingdom,7.37,7.98
1883,London,United Kingdom,9.21,7.98
1884,Belfast,United Kingdom,8.9,7.77
1884,Birmingham,United Kingdom,9.36,7.77
1884,Cardiff,United Kingdom,9.36,7.77
1884,Edinburgh,United Kingdom,7.95,7.77
1884,London,United Kingdom,9.86,7.77
1885,Belfast,United Kingdom,7.88,7.92
1885,Birmingham,United Kingdom,8.2,7.92
1885,Cardiff,United Kingdom,8.2,7.92
1885,Edinburgh,United Kingdom,6.87,7.92
1885,London,United Kingdom,8.68,7.92
1886,Belfast,United Kingdom,7.86,7.95
1886,Birmingham,United Kingdom,8.34,7.95
1886,Cardiff,United Kingdom,8.34,7.95
1886,Edinburgh,United Kingdom,6.83,7.95
1886,London,United Kingdom,8.8,7.95
1887,Belfast,United Kingdom,8.17,7.91
1887,Birmingham,United Kingdom,8.07,7.91
1887,Cardiff,United Kingdom,8.07,7.91
1887,Edinburgh,United Kingdom,7.08,7.91
1887,London,United Kingdom,8.39,7.91
1888,Belfast,United Kingdom,7.97,8.09
1888,Birmingham,United Kingdom,7.95,8.09
1888,Cardiff,United Kingdom,7.95,8.09
1888,Edinburgh,United Kingdom,6.75,8.09
1888,London,United Kingdom,8.31,8.09
1889,Belfast,United Kingdom,8.65,8.32
1889,Birmingham,United Kingdom,8.63,8.32
1889,Cardiff,United Kingdom,8.63,8.32
1889,Edinburgh,United Kingdom,7.57,8.32
1889,London,United Kingdom,8.91,8.32
1890,Belfast,United Kingdom,8.61,7.97
1890,Birmingham,United Kingdom,8.56,7.97
1890,Cardiff,United Kingdom,8.56,7.97
1890,Edinburgh,United Kingdom,7.59,7.97
1890,London,United Kingdom,8.86,7.97
1891,Belfast,United Kingdom,8.23,8.02
1891,Birmingham,United Kingdom,8.29,8.02
1891,Cardiff,United Kingdom,8.29,8.02
1891,Edinburgh,United Kingdom,7.15,8.02
1891,London,United Kingdom,8.65,8.02
1892,Belfast,United Kingdom,7.55,8.07
1892,Birmingham,United Kingdom,7.93,8.07
1892,Cardiff,United Kingdom,7.93,8.07
1892,Edinburgh,United Kingdom,6.46,8.07
1892,London,United Kingdom,8.35,8.07
1893,Belfast,United Kingdom,9.24,8.06
1893,Birmingham,United Kingdom,9.66,8.06
1893,Cardiff,United Kingdom,9.66,8.06
1893,Edinburgh,United Kingdom,8.21,8.06
1893,London,United Kingdom,10.05,8.06
1894,Belfast,United Kingdom,8.62,8.16
1894,Birmingham,United Kingdom,8.94,8.16
1894,Cardiff,United Kingdom,8.94,8.16
1894,Edinburgh,United Kingdom,7.61,8.16
1894,London,United Kingdom,9.42,8.16
1895,Belfast,United Kingdom,8.0,8.15
1895,Birmingham,United Kingdom,8.34,8.15
1895,Cardiff,United Kingdom,8.34,8.15
1895,Edinburgh,United Kingdom,6.98,8.15
1895,London,United Kingdom,8.91,8.15
1896,Belfast,United Kingdom,8.87,8.21
1896,Birmingham,United Kingdom,9.01,8.21
1896,Cardiff,United Kingdom,9.01,8.21
1896,Edinburgh,United Kingdom,7.84,8.21
1896,London,United Kingdom,9.41,8.21
1897,Belfast,United Kingdom,8.65,8.29
1897,Birmingham,United Kingdom,9.12,8.29
1897,Cardiff,United Kingdom,9.12,8.29
1897,Edinburgh,United Kingdom,7.6,8.29
1897,London,United Kingdom,9.5,8.29
1898,Belfast,United Kingdom,9.34,8.18
1898,Birmingham,United Kingdom,9.67,8.18
1898,Cardiff,United Kingdom,9.67,8.18
1898,Edinburgh,United Kingdom,8.33,8.18
1898,London,United Kingdom,10.08,8.18
1899,Belfast,United Kingdom,9.01,8.4
1899,Birmingham,United Kingdom,9.44,8.4
1899,Cardiff,United Kingdom,9.44,8.4
1899,Edinburgh,United Kingdom,7.88,8.4
1899,London,United Kingdom,9.85,8.4
1900,Belfast,United Kingdom,8.68,8.5
1900,Birmingham,United Kingdom,9.16,8.5
1900,Cardiff,United Kingdom,9.16,8.5
1900,Edinburgh,United Kingdom,7.6,8.5
1900,London,United Kingdom,9.73,8.5
1901,Belfast,United Kingdom,8.67,8.54
1901,Birmingham,United Kingdom,8.75,8.54
1901,Cardiff,United Kingdom,8.75,8.54
1901,Edinburgh,United Kingdom,7.64,8.54
1901,London,United Kingdom,9.2,8.54
1902,Belfast,United Kingdom,8.28,8.3
1902,Birmingham,United Kingdom,8.55,8.3
1902,Cardiff,United Kingdom,8.55,8.3
1902,Edinburgh,United Kingdom,7.09,8.3
1902,London,United Kingdom,8.95,8.3
1903,Belfast,United Kingdom,8.45,8.22
1903,Birmingham,United Kingdom,8.94,8.22
1903,Cardiff,United Kingdom,8.94,8.22
1903,Edinburgh,United Kingdom,7.37,8.22
1903,London,United Kingdom,9.45,8.22
1904,Belfast,United Kingdom,8.46,8.09
1904,Birmingham,United Kingdom,8.73,8.09
1904,Cardiff,United Kingdom,8.73,8.09
1904,Edinburgh,United Kingdom,7.38,8.09
1904,London,United Kingdom,9.18,8.09
1905,Belfast,United Kingdom,8.74,8.23
1905,Birmingham,United Kingdom,8.81,8.23
1905,Cardiff,United Kingdom,8.81,8.23
1905,Edinburgh,United Kingdom,7.65,8.23
1905,London,United Kingdom,9.25,8.23
1906,Belfast,United Kingdom,8.67,8.38
1906,Birmingham,United Kingdom,9.1,8.38
1906,Cardiff,United Kingdom,9.1,8.38
1906,Edinburgh,United Kingdom,7.67,8.38
1906,London,United Kingdom,9.62,8.38
1907,Belfast,United Kingdom,8.31,7.95
1907,Birmingham,United Kingdom,8.57,7.95
1907,Cardiff,United Kingdom,8.57,7.95
1907,Edinburgh,United Kingdom,7.23,7.95
1907,London,United Kingdom,9.03,7.95
1908,Belfast,United Kingdom,8.98,8.19
1908,Birmingham,United Kingdom,9.01,8.19
1908,Cardiff,United Kingdom,9.01,8.19
1908,Edinburgh,United Kingdom,7.79,8.19
1908,London,United Kingdom,9.31,8.19
1909,Belfast,United Kingdom,8.15,8.18
1909,Birmingham,United Kingdom,8.32,8.18
1909,Cardiff,United Kingdom,8.32,8.18
1909,Edinburgh,United Kingdom,6.99,8.18
1909,London,United Kingdom,8.7,8.18
1910,Belfast,United Kingdom,8.56,8.22
1910,Birmingham,United Kingdom,8.88,8.22
1910,Cardiff,United Kingdom,8.88,8.22
1910,Edinburgh,United Kingdom,7.49,8.22
1910,London,United Kingdom,9.39,8.22
1911,Belfast,United Kingdom,9.11,8.18
1911,Birmingham,United Kingdom,9.73,8.18
1911,Cardiff,United Kingdom,9.73,8.18
1911,Edinburgh,United Kingdom,8.2,8.18
1911,London,United Kingdom,10.22,8.18
1912,Belfast,United Kingdom,8.56,8.17
1912,Birmingham,United Kingdom,9.01,8.17
1912,Cardiff,United Kingdom,9.01,8.17
1912,Edinburgh,United Kingdom,7.52,8.17
1912,London,United Kingdom,9.57,8.17
1913,Belfast,United Kingdom,8.95,8.3
1913,Birmingham,United Kingdom,9.41,8.3
1913,Cardiff,United Kingdom,9.41,8.3
1913,Edinburgh,United Kingdom,7.95,8.3
1913,London,United Kingdom,9.89,8.3
1914,Belfast,United Kingdom,9.16,8.59
1914,Birmingham,United Kingdom,9.52,8.59
1914,Cardiff,United Kingdom,9.52,8.59
1914,Edinburgh,United Kingdom,8.23,8.59
1914,London,United Kingdom,9.98,8.59
1915,Belfast,United Kingdom,8.25,8.59
1915,Birmingham,United Kingdom,8.59,8.59
1915,Cardiff,United Kingdom,8.59,8.59
1915,Edinburgh,United Kingdom,7.14,8.59
1915,London,United Kingdom,9.07,8.59
1916,Belfast,United Kingdom,8.67,8.23
1916,Birmingham,United Kingdom,8.82,8.23
1916,Cardiff,United Kingdom,8.82,8.23
1916,Edinburgh,United Kingdom,7.55,8.23
1916,London,United Kingdom,9.28,8.23
1917,Belfast,United Kingdom,8.17,8.02
1917,Birmingham,United Kingdom,8.19,8.02
1917,Cardiff,United Kingdom,8.19,8.02
1917,Edinburgh,United Kingdom,7.05,8.02
1917,London,United Kingdom,8.65,8.02
1918,Belfast,United Kingdom,8.81,8.13
1918,Birmingham,United Kingdom,9.19,8.13
1918,Cardiff,United Kingdom,9.19,8.13
1918,Edinburgh,United Kingdom,7.74,8.13
1918,London,United Kingdom,9.6,8.13
1919,Belfast,United Kingdom,8.04,8.38
1919,Birmingham,United Kingdom,8.15,8.38
1919,Cardiff,United Kingdom,8.15,8.38
1919,Edinburgh,United Kingdom,6.91,8.38
1919,London,United Kingdom,8.48,8.38
1920,Belfast,United Kingdom,8.96,8.36
1920,Birmingham,United Kingdom,9.22,8.36
1920,Cardiff,United Kingdom,9.22,8.36
1920,Edinburgh,United Kingdom,7.91,8.36
1920,London,United Kingdom,9.67,8.36
1921,Belfast,United Kingdom,9.7,8.57
1921,Birmingham,United Kingdom,10.17,8.57
1921,Cardiff,United Kingdom,10.17,8.57
1921,Edinburgh,United Kingdom,8.59,8.57
1921,London,United Kingdom,10.6,8.57
1922,Belfast,United Kingdom,8.21,8.41
1922,Birmingham,United Kingdom,8.37,8.41
1922,Cardiff,United Kingdom,8.37,8.41
1922,Edinburgh,United Kingdom,7.02,8.41
1922,London,United Kingdom,8.81,8.41
1923,Belfast,United Kingdom,8.43,8.42
1923,Birmingham,United Kingdom,8.76,8.42
1923,Cardiff,United Kingdom,8.76,8.42
1923,Edinburgh,United Kingdom,7.26,8.42
1923,London,United Kingdom,9.17,8.42
1924,Belfast,United Kingdom,8.7,8.51
1924,Birmingham,United Kingdom,8.89,8.51
1924,Cardiff,United Kingdom,8.89,8.51
1924,Edinburgh,United Kingdom,7.59,8.51
1924,London,United Kingdom,9.34,8.51
1925,Belfast,United Kingdom,8.55,8.53
1925,Birmingham,United Kingdom,8.82,8.53
1925,Cardiff,United Kingdom,8.82,8.53
1925,Edinburgh,United Kingdom,7.49,8.53
1925,London,United Kingdom,9.31,8.53
1926,Belfast,United Kingdom,9.1,8.73
1926,Birmingham,United Kingdom,9.37,8.73
1926,Cardiff,United Kingdom,9.37,8.73
1926,Edinburgh,United Kingdom,8.0,8.73
1926,London,United Kingdom,9.83,8.73
1927,Belfast,United Kingdom,8.56,8.52
1927,Birmingham,United Kingdom,8.82,8.52
1927,Cardiff,United Kingdom,8.82,8.52
1927,Edinburgh,United Kingdom,7.4,8.52
1927,London,United Kingdom,9.25,8.52
1928,Belfast,United Kingdom,8.72,8.63
1928,Birmingham,United Kingdom,9.24,8.63
1928,Cardiff,United Kingdom,9.24,8.63
1928,Edinburgh,United Kingdom,7.59,8.63
1928,London,United Kingdom,9.69,8.63
1929,Belfast,United Kingdom,8.56,8.24
1929,Birmingham,United Kingdom,8.74,8.24
1929,Cardiff,United Kingdom,8.74,8.24
1929,Edinburgh,United Kingdom,7.37,8.24
1929,London,United Kingdom,9.09,8.24
1930,Belfast,United Kingdom,8.65,8.63
1930,Birmingham,United Kingdom,9.1,8.63
1930,Cardiff,United Kingdom,9.1,8.63
1930,Edinburgh,United Kingdom,7.64,8.63
1930,London,United Kingdom,9.7,8.63
1931,Belfast,United Kingdom,8.58,8.72
1931,Birmingham,United Kingdom,8.71,8.72
1931,Cardiff,United Kingdom,8.71,8.72
1931,Edinburgh,United Kingdom,7.33,8.72
1931,London,United Kingdom,9.12,8.72
1932,Belfast,United Kingdom,8.98,8.71
1932,Birmingham,United Kingdom,9.08,8.71
1932,Cardiff,United Kingdom,9.08,8.71
1932,Edinburgh,United Kingdom,7.9,8.71
1932,London,United Kingdom,9.57,8.71
1933,Belfast,United Kingdom,9.39,8.34
1933,Birmingham,United Kingdom,9.51,8.34
1933,Cardiff,United Kingdom,9.51,8.34
1933,Edinburgh,United Kingdom,8.39,8.34
1933,London,United Kingdom,9.96,8.34
1934,Belfast,United Kingdom,9.37,8.63
1934,Birmingham,United Kingdom,9.65,8.63
1934,Cardiff,United Kingdom,9.65,8.63
1934,Edinburgh,United Kingdom,8.43,8.63
1934,London,United Kingdom,10.11,8.63
1935,Belfast,United Kingdom,8.95,8.52
1935,Birmingham,United Kingdom,9.4,8.52
1935,Cardiff,United Kingdom,9.4,8.52
1935,Edinburgh,United Kingdom,7.87,8.52
1935,London,United Kingdom,9.9,8.52
1936,Belfast,United Kingdom,8.87,8.55
1936,Birmingham,United Kingdom,8.98,8.55
1936,Cardiff,United Kingdom,8.98,8.55
1936,Edinburgh,United Kingdom,7.76,8.55
1936,London,United Kingdom,9.43,8.55
1937,Belfast,United Kingdom,8.79,8.7
1937,Birmingham,United Kingdom,9.21,8.7
1937,Cardiff,United Kingdom,9.21,8.7
1937,Edinburgh,United Kingdom,7.7,8.7
1937,London,United Kingdom,9.69,8.7
1938,Belfast,United Kingdom,9.42,8.86
1938,Birmingham,United Kingdom,9.71,8.86
1938,Cardiff,United Kingdom,9.71,8.86
1938,Edinburgh,United Kingdom,8.49,8.86
1938,London,United Kingdom,10.18,8.86
1939,Belfast,United Kingdom,9.15,8.76
1939,Birmingham,United Kingdom,9.32,8.76
1939,Cardiff,United Kingdom,9.32,8.76
1939,Edinburgh,United Kingdom,8.13,8.76
1939,London,United Kingdom,9.77,8.76
1940,Belfast,United Kingdom,8.69,8.76
1940,Birmingham,United Kingdom,8.81,8.76
1940,Cardiff,United Kingdom,8.81,8.76
1940,Edinburgh,United Kingdom,7.42,8.76
1940,London,United Kingdom,9.06,8.76
1941,Belfast,United Kingdom,8.5,8.77
1941,Birmingham,United Kingdom,8.74,8.77
1941,Cardiff,United Kingdom,8.74,8.77
1941,Edinburgh,United Kingdom,7.34,8.77
1941,London,United Kingdom,9.09,8.77
1942,Belfast,United Kingdom,8.65,8.73
1942,Birmingham,United Kingdom,8.77,8.73
1942,Cardiff,United Kingdom,8.77,8.73
1942,Edinburgh,United Kingdom,7.38,8.73
1942,London,United Kingdom,9.1,8.73
1943,Belfast,United Kingdom,9.41,8.76
1943,Birmingham,United Kingdom,9.71,8.76
1943,Cardiff,United Kingdom,9.71,8.76
1943,Edinburgh,United Kingdom,8.3,8.76
1943,London,United Kingdom,10.19,8.76
1944,Belfast,United Kingdom,9.07,8.85
1944,Birmingham,United Kingdom,9.25,8.85
1944,Cardiff,United Kingdom,9.25,8.85
1944,Edinburgh,United Kingdom,7.94,8.85
1944,London,United Kingdom,9.62,8.85
1945,Belfast,United Kingdom,9.74,8.58
1945,Birmingham,United Kingdom,9.93,8.58
1945,Cardiff,United Kingdom,9.93,8.58
1945,Edinburgh,United Kingdom,8.67,8.58
1945,London,United Kingdom,10.39,8.58
1946,Belfast,United Kingdom,8.88,8.68
1946,Birmingham,United Kingdom,9.1,8.68
1946,Cardiff,United Kingdom,9.1,8.68
1946,Edinburgh,United Kingdom,7.82,8.68
1946,London,United Kingdom,9.58,8.68
1947,Belfast,United Kingdom,8.73,8.8
1947,Birmingham,United Kingdom,9.2,8.8
1947,Cardiff,United Kingdom,9.2,8.8
1947,Edinburgh,United Kingdom,7.7,8.8
1947,London,United Kingdom,9.75,8.8
1948,Belfast,United Kingdom,9.3,8.75
1948,Birmingham,United Kingdom,9.69,8.75
1948,Cardiff,United Kingdom,9.69,8.75
1948,Edinburgh,United Kingdom,8.17,8.75
1948,London,United Kingdom,10.16,8.75
1949,Belfast,United Kingdom,9.83,8.59
1949,Birmingham,United Kingdom,10.26,8.59
1949,Cardiff,United Kingdom,10.26,8.59
1949,Edinburgh,United Kingdom,8.81,8.59
1949,London,United Kingdom,10.63,8.59
1950,Belfast,United Kingdom,8.72,8.37
1950,Birmingham,United Kingdom,9.13,8.37
1950,Cardiff,United Kingdom,9.13,8.37
1950,Edinburgh,United Kingdom,7.67,8.37
1950,London,United Kingdom,9.75,8.37
1951,Belfast,United Kingdom,8.53,8.63
1951,Birmingham,United Kingdom,8.93,8.63
1951,Cardiff,United Kingdom,8.93,8.63
1951,Edinburgh,United Kingdom,7.47,8.63
1951,London,United Kingdom,9.52,8.63
1952,Belfast,United Kingdom,8.47,8.64
1952,Birmingham,United Kingdom,8.88,8.64
1952,Cardiff,United Kingdom,8.88,8.64
1952,Edinburgh,United Kingdom,7.38,8.64
1952,London,United Kingdom,9.35,8.64
1953,Belfast,United Kingdom,9.56,8.87
1953,Birmingham,United Kingdom,9.53,8.87
1953,Cardiff,United Kingdom,9.53,8.87
1953,Edinburgh,United Kingdom,8.54,8.87
1953,London,United Kingdom,9.95,8.87
1954,Belfast,United Kingdom,8.66,8.56
1954,Birmingham,United Kingdom,8.91,8.56
1954,Cardiff,United Kingdom,8.91,8.56
1954,Edinburgh,United Kingdom,7.57,8.56
1954,London,United Kingdom,9.35,8.56
1955,Belfast,United Kingdom,8.85,8.63
1955,Birmingham,United Kingdom,9.01,8.63
1955,Cardiff,United Kingdom,9.01,8.63
1955,Edinburgh,United Kingdom,7.68,8.63
1955,London,United Kingdom,9.39,8.63
1956,Belfast,United Kingdom,8.7,8.28
1956,Birmingham,United Kingdom,8.58,8.28
1956,Cardiff,United Kingdom,8.58,8.28
1956,Edinburgh,United Kingdom,7.43,8.28
1956,London,United Kingdom,8.87,8.28
1957,Belfast,United Kingdom,9.35,8.73
1957,Birmingham,United Kingdom,9.79,8.73
1957,Cardiff,United Kingdom,9.79,8.73
1957,Edinburgh,United Kingdom,8.28,8.73
1957,London,United Kingdom,10.26,8.73
1958,Belfast,United Kingdom,8.83,8.77
1958,Birmingham,United Kingdom,9.17,8.77
1958,Cardiff,United Kingdom,9.17,8.77
1958,Edinburgh,United Kingdom,7.56,8.77
1958,London,United Kingdom,9.66,8.77
1959,Belfast,United Kingdom,9.75,8.73
1959,Birmingham,United Kingdom,10.19,8.73
1959,Cardiff,United Kingdom,10.19,8.73
1959,Edinburgh,United Kingdom,8.67,8.73
1959,London,United Kingdom,10.63,8.73
1960,Belfast,United Kingdom,9.1,8.58
1960,Birmingham,United Kingdom,9.41,8.58
1960,Cardiff,United Kingdom,9.41,8.58
1960,Edinburgh,United Kingdom,8.02,8.58
1960,London,United Kingdom,9.88,8.58
1961,Belfast,United Kingdom,9.07,8.8
1961,Birmingham,United Kingdom,9.58,8.8
1961,Cardiff,United Kingdom,9.58,8.8
1961,Edinburgh,United Kingdom,8.07,8.8
1961,London,United Kingdom,10.2,8.8
1962,Belfast,United Kingdom,8.3,8.75
1962,Birmingham,United Kingdom,8.28,8.75
1962,Cardiff,United Kingdom,8.28,8.75
1962,Edinburgh,United Kingdom,7.1,8.75
1962,London,United Kingdom,8.65,8.75
1963,Belfast,United Kingdom,8.1,8.86
1963,Birmingham,United Kingdom,8.1,8.86
1963,Cardiff,United Kingdom,8.1,8.86
1963,Edinburgh,United Kingdom,6.92,8.86
1963,London,United Kingdom,8.48,8.86
1964,Belfast,United Kingdom,8.98,8.41
1964,Birmingham,United Kingdom,9.15,8.41
1964,Cardiff,United Kingdom,9.15,8.41
1964,Edinburgh,United Kingdom,7.83,8.41
1964,London,United Kingdom,9.53,8.41
1965,Belfast,United Kingdom,8.28,8.53
1965,Birmingham,United Kingdom,8.66,8.53
1965,Cardiff,United Kingdom,8.66,8.53
1965,Edinburgh,United Kingdom,7.13,8.53
1965,London,United Kingdom,9.03,8.53
1966,Belfast,United Kingdom,8.7,8.6
1966,Birmingham,United Kingdom,9.15,8.6
1966,Cardiff,United Kingdom,9.15,8.6
1966,Edinburgh,United Kingdom,7.51,8.6
1966,London,United Kingdom,9.59,8.6
1967,Belfast,United Kingdom,8.97,8.7
1967,Birmingham,United Kingdom,9.31,8.7
1967,Cardiff,United Kingdom,9.31,8.7
1967,Edinburgh,United Kingdom,7.99,8.7
1967,London,United Kingdom,9.81,8.7
1968,Belfast,United Kingdom,8.77,8.52
1968,Birmingham,United Kingdom,9.02,8.52
1968,Cardiff,United Kingdom,9.02,8.52
1968,Edinburgh,United Kingdom,7.61,8.52
1968,London,United Kingdom,9.48,8.52
1969,Belfast,United Kingdom,8.57,8.6
1969,Birmingham,United Kingdom,8.99,8.6
1969,Cardiff,United Kingdom,8.99,8.6
1969,Edinburgh,United Kingdom,7.48,8.6
1969,London,United Kingdom,9.47,8.6
1970,Belfast,United Kingdom,8.81,8.7
1970,Birmingham,United Kingdom,9.29,8.7
1970,Cardiff,United Kingdom,9.29,8.7
1970,Edinburgh,United Kingdom,7.74,8.7
1970,London,United Kingdom,9.69,8.7
1971,Belfast,United Kingdom,9.43,8.6
1971,Birmingham,United Kingdom,9.48,8.6
1971,Cardiff,United Kingdom,9.48,8.6
1971,Edinburgh,United Kingdom,8.31,8.6
1971,London,United Kingdom,9.89,8.6
1972,Belfast,United Kingdom,8.64,8.5
1972,Birmingham,United Kingdom,8.94,8.5
1972,Cardiff,United Kingdom,8.94,8.5
1972,Edinburgh,United Kingdom,7.64,8.5
1972,London,United Kingdom,9.41,8.5
1973,Belfast,United Kingdom,8.87,8.95
1973,Birmingham,United Kingdom,9.37,8.95
1973,Cardiff,United Kingdom,9.37,8.95
1973,Edinburgh,United Kingdom,7.89,8.95
1973,London,United Kingdom,9.75,8.95
1974,Belfast,United Kingdom,8.9,8.47
1974,Birmingham,United Kingdom,9.2,8.47
1974,Cardiff,United Kingdom,9.2,8.47
1974,Edinburgh,United Kingdom,7.81,8.47
1974,London,United Kingdom,9.7,8.47
1975,Belfast,United Kingdom,9.36,8.74
1975,Birmingham,United Kingdom,9.68,8.74
1975,Cardiff,United Kingdom,9.68,8.74
1975,Edinburgh,United Kingdom,8.22,8.74
1975,London,United Kingdom,9.99,8.74
1976,Belfast,United Kingdom,9.26,8.35
1976,Birmingham,United Kingdom,9.67,8.35
1976,Cardiff,United Kingdom,9.67,8.35
1976,Edinburgh,United Kingdom,8.15,8.35
1976,London,United Kingdom,10.28,8.35
1977,Belfast,United Kingdom,8.76,8.85
1977,Birmingham,United Kingdom,9.13,8.85
1977,Cardiff,United Kingdom,9.13,8.85
1977,Edinburgh,United Kingdom,7.68,8.85
1977,London,United Kingdom,9.69,8.85
1978,Belfast,United Kingdom,8.7,8.69
1978,Birmingham,United Kingdom,9.05,8.69
1978,Cardiff,United Kingdom,9.05,8.69
1978,Edinburgh,United Kingdom,7.62,8.69
1978,London,United Kingdom,9.41,8.69
1979,Belfast,United Kingdom,7.94,8.73
1979,Birmingham,United Kingdom,8.51,8.73
1979,Cardiff,United Kingdom,8.51,8.73
1979,Edinburgh,United Kingdom,7.06,8.73
1979,London,United Kingdom,9.06,8.73
1980,Belfast,United Kingdom,8.87,8.98
1980,Birmingham,United Kingdom,9.14,8.98
1980,Cardiff,United Kingdom,9.14,8.98
1980,Edinburgh,United Kingdom,7.74,8.98
1980,London,United Kingdom,9.54,8.98
1981,Belfast,United Kingdom,8.64,9.17
1981,Birmingham,United Kingdom,8.95,9.17
1981,Cardiff,United Kingdom,8.95,9.17
1981,Edinburgh,United Kingdom,7.48,9.17
1981,London,United Kingdom,9.38,9.17
1982,Belfast,United Kingdom,9.07,8.64
1982,Birmingham,United Kingdom,9.59,8.64
1982,Cardiff,United Kingdom,9.59,8.64
1982,Edinburgh,United Kingdom,7.99,8.64
1982,London,United Kingdom,10.07,8.64
1983,Belfast,United Kingdom,9.25,9.03
1983,Birmingham,United Kingdom,9.68,9.03
1983,Cardiff,United Kingdom,9.68,9.03
1983,Edinburgh,United Kingdom,8.14,9.03
1983,London,United Kingdom,10.12,9.03
1984,Belfast,United Kingdom,9.14,8.69
1984,Birmingham,United Kingdom,9.5,8.69
1984,Cardiff,United Kingdom,9.5,8.69
1984,Edinburgh,United Kingdom,8.09,8.69
1984,London,United Kingdom,9.75,8.69
1985,Belfast,United Kingdom,8.3,8.66
1985,Birmingham,United Kingdom,8.54,8.66
1985,Cardiff,United Kingdom,8.54,8.66
1985,Edinburgh,United Kingdom,7.25,8.66
1985,London,United Kingdom,9.0,8.66
1986,Belfast,United Kingdom,8.1,8.83
1986,Birmingham,United Kingdom,8.37,8.83
1986,Cardiff,United Kingdom,8.37,8.83
1986,Edinburgh,United Kingdom,7.04,8.83
1986,London,United Kingdom,8.94,8.83
1987,Belfast,United Kingdom,8.53,8.99
1987,Birmingham,United Kingdom,8.8,8.99
1987,Cardiff,United Kingdom,8.8,8.99
1987,Edinburgh,United Kingdom,7.33,8.99
1987,London,United Kingdom,9.22,8.99
1988,Belfast,United Kingdom,9.21,9.2
1988,Birmingham,United Kingdom,9.44,9.2
1988,Cardiff,United Kingdom,9.44,9.2
1988,Edinburgh,United Kingdom,8.11,9.2
1988,London,United Kingdom,9.82,9.2
1989,Belfast,United Kingdom,9.46,8.92
1989,Birmingham,United Kingdom,10.21,8.92
1989,Cardiff,United Kingdom,10.21,8.92
1989,Edinburgh,United Kingdom,8.57,8.92
1989,London,United Kingdom,10.76,8.92
1990,Belfast,United Kingdom,9.56,9.23
1990,Birmingham,United Kingdom,10.4,9.23
1990,Cardiff,United Kingdom,10.4,9.23
